"","date","site","latitude","longitude","collection_method","sp","weight_g","count","Life_stage"
"215",2022-07-16,"Port Refugio",55.282137,-133.334028,"beach seine","Hexagrammos stelleri",NA,3,"adult/non-larval juveniles"
"216",2022-07-16,"Port Refugio",55.282137,-133.334028,"beach seine","Lepidogobius lepidus",NA,3,"adult/non-larval juveniles"
"217",2022-07-16,"Port Refugio",55.282137,-133.334028,"beach seine","Leptocottus armatus",NA,13,"adult/non-larval juveniles"
"218",2022-07-16,"Port Refugio",55.282137,-133.334028,"beach seine","Lumpenus sagitta",NA,100,"adult/non-larval juveniles"
"219",2022-07-16,"Port Refugio",55.282137,-133.334028,"beach seine","Myoxocephalus polyacanthocephalus",NA,8,"adult/non-larval juveniles"
"220",2022-07-16,"Port Refugio",55.282137,-133.334028,"beach seine","Parophrys vetulus",NA,1,"adult/non-larval juveniles"
"221",2022-07-16,"Port Refugio",55.282137,-133.334028,"beach seine","Pholis laeta",NA,142,"adult/non-larval juveniles"
"222",2022-07-16,"Port Refugio",55.282137,-133.334028,"beach seine","Salvelinus malma",NA,2,"adult/non-larval juveniles"
"223",2022-07-16,"Port Refugio",55.282137,-133.334028,"beach seine","Syngnathus leptorhynchus",NA,85,"adult/non-larval juveniles"
"224",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Artedius spp.",NA,10,"adult/non-larval juveniles"
"225",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Aulorhynchus flavidus",NA,9,"adult/non-larval juveniles"
"226",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Brachyistius frenatus",NA,2,"adult/non-larval juveniles"
"227",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Cymatogaster aggregata",NA,69,"adult/non-larval juveniles"
"228",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Gasterosteus aculeatus",NA,1932,"adult/non-larval juveniles"
"229",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Hemilepidotus spinosus",NA,1,"adult/non-larval juveniles"
"230",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Hexagrammos octogrammus",NA,1,"adult/non-larval juveniles"
"231",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Hexagrammos stelleri",NA,4,"adult/non-larval juveniles"
"232",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Lepidogobius lepidus",NA,30,"adult/non-larval juveniles"
"233",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Lepidopsetta spp.",NA,2,"adult/non-larval juveniles"
"234",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Leptocottus armatus",NA,11,"adult/non-larval juveniles"
"235",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Limanda aspera",NA,1,"adult/non-larval juveniles"
"236",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Lumpenus sagitta",NA,190,"adult/non-larval juveniles"
"237",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Parophrys vetulus",NA,8,"adult/non-larval juveniles"
"238",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Pholis laeta",NA,19,"adult/non-larval juveniles"
"239",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Platichthys stellatus",NA,1,"adult/non-larval juveniles"
"240",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Synchirus gilli",NA,2,"adult/non-larval juveniles"
"241",2022-07-14,"Shinaku Inlet",55.59929,-133.16,"beach seine","Syngnathus leptorhynchus",NA,34,"adult/non-larval juveniles"
"242",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Ammodytes personatus",NA,2,"adult/non-larval juveniles"
"243",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Apodichthys flavidus",NA,1,"adult/non-larval juveniles"
"244",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Artedius spp.",NA,73,"adult/non-larval juveniles"
"245",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Aulorhynchus flavidus",NA,50,"adult/non-larval juveniles"
"246",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Blepsias cirrhosus",NA,4,"adult/non-larval juveniles"
"247",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Clupea pallasii",NA,364,"adult/non-larval juveniles"
"248",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Cymatogaster aggregata",NA,43,"adult/non-larval juveniles"
"249",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Enophrys bison",NA,4,"adult/non-larval juveniles"
"250",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Gasterosteus aculeatus",NA,21,"adult/non-larval juveniles"
"251",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Hemilepidotus spinosus",NA,17,"adult/non-larval juveniles"
"252",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Hexagrammos decagrammus",NA,2,"adult/non-larval juveniles"
"253",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Hexagrammos lagocephalus",NA,6,"adult/non-larval juveniles"
"254",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Hexagrammos octogrammus",NA,1,"adult/non-larval juveniles"
"255",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Hexagrammos stelleri",NA,87,"adult/non-larval juveniles"
"256",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Leptocottus armatus",NA,3,"adult/non-larval juveniles"
"257",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Lumpenus sagitta",NA,37,"adult/non-larval juveniles"
"258",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Myoxocephalus polyacanthocephalus",NA,2,"adult/non-larval juveniles"
"259",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Oncorhynchus gorbuscha",NA,2,"adult/non-larval juveniles"
"260",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Ophiodon elongatus",NA,3,"adult/non-larval juveniles"
"261",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Pholis laeta",NA,58,"adult/non-larval juveniles"
"262",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Platichthys stellatus",NA,1,"adult/non-larval juveniles"
"263",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Sebastes caurinus",NA,2,"adult/non-larval juveniles"
"264",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Sebastes sp",NA,4,"adult/non-larval juveniles"
"265",2022-06-26,"Point Ildefonso",55.577071,-133.26439,"beach seine","Syngnathus leptorhynchus",NA,117,"adult/non-larval juveniles"
"266",2022-07-15,"Natzuhini Bay",55.25051,-132.883,"beach seine","Artedius spp.",NA,19,"adult/non-larval juveniles"
"267",2022-07-15,"Natzuhini Bay",55.25051,-132.883,"beach seine","Aulorhynchus flavidus",NA,17,"adult/non-larval juveniles"
"268",2022-07-15,"Natzuhini Bay",55.25051,-132.883,"beach seine","Cymatogaster aggregata",NA,39,"adult/non-larval juveniles"
"269",2022-07-15,"Natzuhini Bay",55.25051,-132.883,"beach seine","Enophrys bison",NA,2,"adult/non-larval juveniles"
"270",2022-07-15,"Natzuhini Bay",55.25051,-132.883,"beach seine","Gasterosteus aculeatus",NA,3057,"adult/non-larval juveniles"
"271",2022-07-15,"Natzuhini Bay",55.25051,-132.883,"beach seine","Lepidogobius lepidus",NA,24,"adult/non-larval juveniles"
"272",2022-07-15,"Natzuhini Bay",55.25051,-132.883,"beach seine","Lepidopsetta spp.",NA,1,"adult/non-larval juveniles"
"273",2022-07-15,"Natzuhini Bay",55.25051,-132.883,"beach seine","Leptocottus armatus",NA,10,"adult/non-larval juveniles"
"274",2022-07-15,"Natzuhini Bay",55.25051,-132.883,"beach seine","Lumpenus sagitta",NA,588,"adult/non-larval juveniles"
"275",2022-07-15,"Natzuhini Bay",55.25051,-132.883,"beach seine","Pallasina barbata",NA,5,"adult/non-larval juveniles"
"276",2022-07-15,"Natzuhini Bay",55.25051,-132.883,"beach seine","Parophrys vetulus",NA,1,"adult/non-larval juveniles"
"277",2022-07-15,"Natzuhini Bay",55.25051,-132.883,"beach seine","Pholis laeta",NA,71,"adult/non-larval juveniles"
"278",2022-07-15,"Natzuhini Bay",55.25051,-132.883,"beach seine","Syngnathus leptorhynchus",NA,74,"adult/non-larval juveniles"
"279",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Artedius spp.",NA,7,"adult/non-larval juveniles"
"280",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Aulorhynchus flavidus",NA,50,"adult/non-larval juveniles"
"281",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Cymatogaster aggregata",NA,1373,"adult/non-larval juveniles"
"282",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Enophrys bison",NA,3,"adult/non-larval juveniles"
"283",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Gasterosteus aculeatus",NA,96,"adult/non-larval juveniles"
"284",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Hemilepidotus hemilepidotus",NA,1,"adult/non-larval juveniles"
"285",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Hemilepidotus sp.",NA,1,"adult/non-larval juveniles"
"286",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Hemilepidotus spinosus",NA,5,"adult/non-larval juveniles"
"287",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Hexagrammos octogrammus",NA,4,"adult/non-larval juveniles"
"288",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Hexagrammos stelleri",NA,8,"adult/non-larval juveniles"
"289",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Lepidogobius lepidus",NA,1,"adult/non-larval juveniles"
"290",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Leptocottus armatus",NA,3,"adult/non-larval juveniles"
"291",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Lumpenus sagitta",NA,100,"adult/non-larval juveniles"
"292",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Myoxocephalus polyacanthocephalus",NA,1,"adult/non-larval juveniles"
"293",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Pholis laeta",NA,148,"adult/non-larval juveniles"
"294",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Sebastes auriculatus",NA,11,"adult/non-larval juveniles"
"295",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Sebastes sp",NA,1,"adult/non-larval juveniles"
"296",2022-07-18,"Abbess Island",55.554811,-133.174355,"beach seine","Syngnathus leptorhynchus",NA,117,"adult/non-larval juveniles"
"297",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Apodichthys flavidus",NA,3,"adult/non-larval juveniles"
"298",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Artedius spp.",NA,24,"adult/non-larval juveniles"
"299",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Aulorhynchus flavidus",NA,3,"adult/non-larval juveniles"
"300",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Blepsias cirrhosus",NA,8,"adult/non-larval juveniles"
"301",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Cryptacanthodes giganteus",NA,2,"adult/non-larval juveniles"
"302",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Cymatogaster aggregata",NA,16,"adult/non-larval juveniles"
"303",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Gasterosteus aculeatus",NA,1265,"adult/non-larval juveniles"
"304",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Hexagrammos octogrammus",NA,3,"adult/non-larval juveniles"
"305",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Hexagrammos stelleri",NA,9,"adult/non-larval juveniles"
"306",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Leptocottus armatus",NA,17,"adult/non-larval juveniles"
"307",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Lumpenus sagitta",NA,579,"adult/non-larval juveniles"
"308",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Pallasina barbata",NA,5,"adult/non-larval juveniles"
"309",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Parophrys vetulus",NA,9,"adult/non-larval juveniles"
"310",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Pholis laeta",NA,81,"adult/non-larval juveniles"
"311",2022-07-13,"Nossuk Bay",55.7073,-133.342,"beach seine","Syngnathus leptorhynchus",NA,17,"adult/non-larval juveniles"
"312",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Artedius spp.",NA,13,"adult/non-larval juveniles"
"313",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Aulorhynchus flavidus",NA,18,"adult/non-larval juveniles"
"314",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Blepsias cirrhosus",NA,1,"adult/non-larval juveniles"
"315",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Cymatogaster aggregata",NA,19,"adult/non-larval juveniles"
"316",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Gasterosteus aculeatus",NA,71,"adult/non-larval juveniles"
"317",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Hemilepidotus hemilepidotus",NA,2,"adult/non-larval juveniles"
"318",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Hemilepidotus spinosus",NA,8,"adult/non-larval juveniles"
"319",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Hexagrammos octogrammus",NA,1,"adult/non-larval juveniles"
"320",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Hexagrammos stelleri",NA,5,"adult/non-larval juveniles"
"321",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Leptocottus armatus",NA,4,"adult/non-larval juveniles"
"322",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Lumpenus sagitta",NA,25,"adult/non-larval juveniles"
"323",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Myoxocephalus polyacanthocephalus",NA,1,"adult/non-larval juveniles"
"324",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Pholis laeta",NA,175,"adult/non-larval juveniles"
"325",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Pleuronichthys coenosus",NA,1,"adult/non-larval juveniles"
"326",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Sebastes auriculatus",NA,5,"adult/non-larval juveniles"
"327",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Sebastes sp",NA,4,"adult/non-larval juveniles"
"328",2022-07-17,"North Fish Egg Island",55.49709,-133.17,"beach seine","Syngnathus leptorhynchus",NA,153,"adult/non-larval juveniles"
"329",2022-07-11,"South Fish Egg Island",55.48442,-133.17549,"beach seine","Artedius spp.",NA,11,"adult/non-larval juveniles"
"330",2022-07-11,"South Fish Egg Island",55.48442,-133.17549,"beach seine","Cymatogaster aggregata",NA,6,"adult/non-larval juveniles"
"331",2022-07-11,"South Fish Egg Island",55.48442,-133.17549,"beach seine","Enophrys bison",NA,4,"adult/non-larval juveniles"
"332",2022-07-11,"South Fish Egg Island",55.48442,-133.17549,"beach seine","Gasterosteus aculeatus",NA,9,"adult/non-larval juveniles"
"333",2022-07-11,"South Fish Egg Island",55.48442,-133.17549,"beach seine","Hemilepidotus spinosus",NA,1,"adult/non-larval juveniles"
"334",2022-07-11,"South Fish Egg Island",55.48442,-133.17549,"beach seine","Hexagrammos stelleri",NA,10,"adult/non-larval juveniles"
"335",2022-07-11,"South Fish Egg Island",55.48442,-133.17549,"beach seine","Leptocottus armatus",NA,1,"adult/non-larval juveniles"
"336",2022-07-11,"South Fish Egg Island",55.48442,-133.17549,"beach seine","Pholis laeta",NA,2,"adult/non-larval juveniles"
"337",2022-07-25,"Klawock Airport",55.577767,-133.0941,"beach seine","Aulorhynchus flavidus",NA,13,"adult/non-larval juveniles"
"338",2022-07-25,"Klawock Airport",55.577767,-133.0941,"beach seine","Cymatogaster aggregata",NA,242,"adult/non-larval juveniles"
"339",2022-07-25,"Klawock Airport",55.577767,-133.0941,"beach seine","Gasterosteus aculeatus",NA,1140,"adult/non-larval juveniles"
"340",2022-07-25,"Klawock Airport",55.577767,-133.0941,"beach seine","Leptocottus armatus",NA,3,"adult/non-larval juveniles"
"341",2022-07-25,"Klawock Airport",55.577767,-133.0941,"beach seine","Lumpenus sagitta",NA,32,"adult/non-larval juveniles"
"342",2022-07-25,"Klawock Airport",55.577767,-133.0941,"beach seine","Parophrys vetulus",NA,1,"adult/non-larval juveniles"
"343",2022-07-25,"Klawock Airport",55.577767,-133.0941,"beach seine","Pholis laeta",NA,25,"adult/non-larval juveniles"
"344",2022-07-25,"Klawock Airport",55.577767,-133.0941,"beach seine","Syngnathus leptorhynchus",NA,47,"adult/non-larval juveniles"
"345",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Ceramium pacificum",6.1,NA,"adult/non-larval juveniles"
"346",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Corallina officinalis",0.9,NA,"adult/non-larval juveniles"
"347",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Dictyosiphon foeniculaceus",81.1,NA,"adult/non-larval juveniles"
"348",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Eudesme virescens",9.2,NA,"adult/non-larval juveniles"
"349",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Farlowia mollis",156.7,NA,"adult/non-larval juveniles"
"350",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Gracilaria - Gracilariopsis sp.",1.5,NA,"adult/non-larval juveniles"
"351",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Leathesia marina",2.7,NA,"adult/non-larval juveniles"
"352",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Macrocystis pyrifera",97.9,NA,"adult/non-larval juveniles"
"353",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Macrocystis pyrifera biomass",28.6,NA,"adult/non-larval juveniles"
"354",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Mazzaella sp",2.5,NA,"adult/non-larval juveniles"
"355",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Mazzaella splendens",27.9,NA,"adult/non-larval juveniles"
"356",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Neorhodomela aculeata",23.9,NA,"adult/non-larval juveniles"
"357",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Palmaria hectensis",0.7,NA,"adult/non-larval juveniles"
"358",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Punctaria lobata",2.1,NA,"adult/non-larval juveniles"
"359",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Saccharina groenlandica",1037.2,NA,"adult/non-larval juveniles"
"360",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Saccharina latissima",17.5,NA,"adult/non-larval juveniles"
"361",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Saccharina spp",233.5,NA,"adult/non-larval juveniles"
"362",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Saccharina spp biomass",147,NA,"adult/non-larval juveniles"
"363",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Ulva prolifera",56.5,NA,"adult/non-larval juveniles"
"364",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Ulvaria sp",225.5,NA,"adult/non-larval juveniles"
"365",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Zostera marina",9.7,NA,"adult/non-larval juveniles"
"366",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"hand","Zostera marina biomass",0.1,NA,"adult/non-larval juveniles"
"367",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Corallina officinalis",0.6,NA,"adult/non-larval juveniles"
"368",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Costaria costata",162.8,NA,"adult/non-larval juveniles"
"369",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Cymathaere triplicata",273.6,NA,"adult/non-larval juveniles"
"370",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Dictyosiphon foeniculaceus",4,NA,"adult/non-larval juveniles"
"371",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Farlowia mollis",37.5,NA,"adult/non-larval juveniles"
"372",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Mazaella spp",15.6,NA,"adult/non-larval juveniles"
"373",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Petalonia fascia",2.3,NA,"adult/non-larval juveniles"
"374",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Polysiphonia pacifica",1,NA,"adult/non-larval juveniles"
"375",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Pterosiphonia hamata",2.5,NA,"adult/non-larval juveniles"
"376",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Punctaria lobata",9.1,NA,"adult/non-larval juveniles"
"377",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Saccharina biomass",108.1,NA,"adult/non-larval juveniles"
"378",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Saccharina groenlandica",769.2,NA,"adult/non-larval juveniles"
"379",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Saccharina groenlandica biomass",459.3,NA,"adult/non-larval juveniles"
"380",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Saccharina latissima",253.6,NA,"adult/non-larval juveniles"
"381",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Sarcodiotheca gaudichaudii",0.6,NA,"adult/non-larval juveniles"
"382",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Stephanocystis geminata",1.8,NA,"adult/non-larval juveniles"
"383",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Ulva intestinalis",13.7,NA,"adult/non-larval juveniles"
"384",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Ulva lactuca",375.7,NA,"adult/non-larval juveniles"
"385",2022-07-27,"Karheen",55.789869,-133.32157,"hand","Ulva prolifera",109.2,NA,"adult/non-larval juveniles"
"386",2022-07-26,"Halibut Nose",55.216791,-132.969439,"hand","Acrosiphonia arcta",1.5,NA,"adult/non-larval juveniles"
"387",2022-07-26,"Halibut Nose",55.216791,-132.969439,"hand","Callophyllis spp",0.2,NA,"adult/non-larval juveniles"
"388",2022-07-26,"Halibut Nose",55.216791,-132.969439,"hand","Dictyosiphon foeniculaceus",375.2,NA,"adult/non-larval juveniles"
"389",2022-07-26,"Halibut Nose",55.216791,-132.969439,"hand","Eudesme virescens",7.3,NA,"adult/non-larval juveniles"
"390",2022-07-26,"Halibut Nose",55.216791,-132.969439,"hand","Neorhodomela spp.",2.2,NA,"adult/non-larval juveniles"
"391",2022-07-26,"Halibut Nose",55.216791,-132.969439,"hand","Odonthalia flocossa f. comosa",0.8,NA,"adult/non-larval juveniles"
"392",2022-07-26,"Halibut Nose",55.216791,-132.969439,"hand","Palmaria callaphyoides",0.9,NA,"adult/non-larval juveniles"
"393",2022-07-26,"Halibut Nose",55.216791,-132.969439,"hand","Saccharina biomass",798.1,NA,"adult/non-larval juveniles"
"394",2022-07-26,"Halibut Nose",55.216791,-132.969439,"hand","Saccharina latissima",1018.2,NA,"adult/non-larval juveniles"
"395",2022-07-26,"Halibut Nose",55.216791,-132.969439,"hand","Sarcodiotheca gaudichaudii",8.5,NA,"adult/non-larval juveniles"
"396",2022-07-26,"Halibut Nose",55.216791,-132.969439,"hand","Ulva prolifera",104.1,NA,"adult/non-larval juveniles"
"397",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Callophyllis spp",0.5,NA,"adult/non-larval juveniles"
"398",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Dictyosiphon foeniculaceus",1.2,NA,"adult/non-larval juveniles"
"399",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Gracilaria - Gracilariopsis sp.",6.7,NA,"adult/non-larval juveniles"
"400",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Leathesia marina",0.6,NA,"adult/non-larval juveniles"
"401",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Mixed bladed red",0.9,NA,"adult/non-larval juveniles"
"402",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Neodilsea borealis",5.6,NA,"adult/non-larval juveniles"
"403",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Neorhodomela aculeata",345.3,NA,"adult/non-larval juveniles"
"404",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Neorhodomela aculeata biomass",133.3,NA,"adult/non-larval juveniles"
"405",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Petalonia fascia",0.7,NA,"adult/non-larval juveniles"
"406",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Phyllospadix serrulatus",44.4,NA,"adult/non-larval juveniles"
"407",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Phyllospadix serrulatus biomass",3.7,NA,"adult/non-larval juveniles"
"408",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Saccharina latissima",953.2,NA,"adult/non-larval juveniles"
"409",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Sarcodiotheca gaudichaudii",2.5,NA,"adult/non-larval juveniles"
"410",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Stephanocystis geminata",665.1,NA,"adult/non-larval juveniles"
"411",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Stephanocystis geminata biomass",11,NA,"adult/non-larval juveniles"
"412",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Ulva lactuca",146.5,NA,"adult/non-larval juveniles"
"413",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Ulva prolifera",0.1,NA,"adult/non-larval juveniles"
"414",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Ulva sp",13.8,NA,"adult/non-larval juveniles"
"415",2022-06-27,"Clam Island",55.517981,-133.158075,"hand","Zostera marina",3.3,NA,"adult/non-larval juveniles"
"416",2022-07-03,"North St. Philips",55.665754,-133.40493,"hand","Constantinea rosa-marina",37.4,NA,"adult/non-larval juveniles"
"417",2022-07-03,"North St. Philips",55.665754,-133.40493,"hand","Corallina officinalis",154.9,NA,"adult/non-larval juveniles"
"418",2022-07-03,"North St. Philips",55.665754,-133.40493,"hand","Dictyosiphon foeniculaceus",51.4,NA,"adult/non-larval juveniles"
"419",2022-07-03,"North St. Philips",55.665754,-133.40493,"hand","Leathesia marina",0.4,NA,"adult/non-larval juveniles"
"420",2022-07-03,"North St. Philips",55.665754,-133.40493,"hand","Neorhodomela spp.",1.2,NA,"adult/non-larval juveniles"
"421",2022-07-03,"North St. Philips",55.665754,-133.40493,"hand","Saccharina groenlandica",2937.3,NA,"adult/non-larval juveniles"
"422",2022-07-03,"North St. Philips",55.665754,-133.40493,"hand","Saccharina spp",31.6,NA,"adult/non-larval juveniles"
"423",2022-07-03,"North St. Philips",55.665754,-133.40493,"hand","Saccharina spp biomass",190.2,NA,"adult/non-larval juveniles"
"424",2022-07-03,"North St. Philips",55.665754,-133.40493,"hand","Sarcodiotheca gaudichaudii",0.3,NA,"adult/non-larval juveniles"
"425",2022-06-30,"Santa Rita",55.418589,-133.45424,"hand","Callophyllis spp",1,NA,"adult/non-larval juveniles"
